latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
34.341,-119.355,348.5,2.6,1.6,2017-12-06,525,T,100,6.0NRT,289.0,243.2,N
34.428,-119.027,427.0,2.5,1.5,2017-12-06,525,T,100,6.0NRT,298.3,1756.0,N
34.421,-119.059,382.5,2.5,1.5,2017-12-06,525,T,100,6.0NRT,285.8,639.0,N
34.355,-119.358,337.1,2.6,1.6,2017-12-06,525,T,88,6.0NRT,288.2,158.2,N
34.348,-119.389,385.5,2.7,1.6,2017-12-06,525,T,100,6.0NRT,294.5,738.9,N
34.342,-119.42,336.7,2.7,1.6,2017-12-06,525,T,100,6.0NRT,285.0,160.9,N
34.442,-119.03,352.6,2.5,1.5,2017-12-06,525,T,100,6.0NRT,282.2,270.0,N
34.435,-119.061,338.7,2.5,1.5,2017-12-06,525,T,100,6.0NRT,281.6,168.9,N
34.362,-119.392,397.4,2.7,1.6,2017-12-06,525,T,100,6.0NRT,294.6,994.2,N
34.448,-119.068,315.6,2.5,1.5,2017-12-06,525,T,92,6.0NRT,283.2,62.9,N
34.424,-119.175,347.3,2.6,1.5,2017-12-06,525,T,100,6.0NRT,288.8,227.1,N
34.419,-119.202,325.5,2.6,1.5,2017-12-06,525,T,46,6.0NRT,285.5,93.1,N
34.464,-119.126,345.2,2.5,1.5,2017-12-06,525,T,100,6.0NRT,290.0,204.7,N
34.441,-119.071,316.1,2.5,1.5,2017-12-06,525,T,93,6.0NRT,282.9,61.7,N
34.423,-119.15,318.1,2.5,1.5,2017-12-06,525,T,36,6.0NRT,283.2,61.3,N
34.418,-119.176,329.1,2.6,1.5,2017-12-06,525,T,80,6.0NRT,287.3,107.6,N
34.367,-119.399,364.2,2.7,1.6,2017-12-06,525,T,100,6.0NRT,288.5,411.3,N
34.36,-119.429,327.7,2.7,1.6,2017-12-06,525,T,100,6.0NRT,284.1,113.7,N
34.455,-119.073,301.7,2.5,1.5,2017-12-06,525,T,25,6.0NRT,281.6,24.9,N
34.43,-119.184,326.7,2.6,1.5,2017-12-06,525,T,79,6.0NRT,283.6,95.7,N
34.478,-119.099,403.5,2.5,1.5,2017-12-06,525,T,100,6.0NRT,291.8,1066.1,N
34.47,-119.132,406.7,2.5,1.5,2017-12-06,525,T,100,6.0NRT,299.9,1150.4,N
34.463,-119.163,330.8,2.5,1.5,2017-12-06,525,T,95,6.0NRT,282.6,115.4,N
34.492,-119.1,317.2,2.5,1.5,2017-12-06,525,T,83,6.0NRT,278.3,66.3,N
34.485,-119.132,440.2,2.5,1.5,2017-12-06,525,T,100,6.0NRT,306.7,2311.7,N
34.478,-119.164,434.8,2.5,1.5,2017-12-06,525,T,100,6.0NRT,300.6,2090.9,N
34.492,-119.165,306.0,2.5,1.5,2017-12-06,525,T,33,6.0NRT,279.3,36.5,N
42.63,-121.307,301.6,2.1,1.4,2017-12-06,530,T,43,6.0NRT,266.9,31.3,N
48.291,-117.85,306.1,1.1,1.0,2017-12-06,530,T,67,6.0NRT,267.7,14.5,N
19.34,-155.048,308.4,1.0,1.0,2017-12-06,840,T,52,6.0NRT,292.3,8.8,N
19.35,-155.04,314.7,1.0,1.0,2017-12-06,840,T,68,6.0NRT,291.9,13.3,N
19.349,-155.05,324.8,1.0,1.0,2017-12-06,840,T,100,6.0NRT,293.5,23.7,N
19.347,-155.059,306.7,1.0,1.0,2017-12-06,840,T,47,6.0NRT,288.6,7.7,N
19.358,-155.051,334.7,1.0,1.0,2017-12-06,840,T,100,6.0NRT,290.8,36.7,N
19.384,-155.062,315.6,1.0,1.0,2017-12-06,840,T,91,6.0NRT,287.7,15.9,N
19.382,-155.072,324.2,1.0,1.0,2017-12-06,840,T,100,6.0NRT,289.7,24.8,N
19.381,-155.082,308.4,1.0,1.0,2017-12-06,840,T,75,6.0NRT,287.6,10.5,N
19.39,-155.083,354.6,1.0,1.0,2017-12-06,840,T,100,6.0NRT,297.1,76.7,N
19.389,-155.093,363.5,1.0,1.0,2017-12-06,840,T,100,6.0NRT,300.3,100.7,N
19.387,-155.102,302.6,1.0,1.0,2017-12-06,840,T,45,6.0NRT,283.8,6.9,N
19.386,-155.112,308.0,1.0,1.0,2017-12-06,840,T,73,6.0NRT,282.9,11.0,N
19.4,-155.28,364.2,1.0,1.0,2017-12-06,840,T,100,6.0NRT,291.2,102.8,N
19.398,-155.29,307.9,1.0,1.0,2017-12-06,840,T,73,6.0NRT,280.8,10.6,N
19.409,-155.282,449.0,1.0,1.0,2017-12-06,840,T,100,6.0NRT,297.5,713.8,N
19.407,-155.291,342.4,1.0,1.0,2017-12-06,840,T,100,6.0NRT,282.3,50.5,N
18.446,-93.159,323.0,1.2,1.1,2017-12-06,810,A,100,6.0NRT,295.5,24.6,N
17.907,-93.186,326.5,1.2,1.1,2017-12-06,810,A,100,6.0NRT,293.3,32.4,N
17.905,-93.174,327.3,1.2,1.1,2017-12-06,810,A,100,6.0NRT,293.7,33.6,N
17.897,-93.187,305.9,1.2,1.1,2017-12-06,810,A,66,6.0NRT,293.6,8.6,N
17.845,-93.121,333.3,1.2,1.1,2017-12-06,810,A,100,6.0NRT,293.8,45.1,N
17.843,-93.109,320.9,1.2,1.1,2017-12-06,810,A,100,6.0NRT,293.4,25.1,N
34.509,-119.148,301.0,1.1,1.1,2017-12-06,945,A,35,6.0NRT,276.5,9.3,N
34.506,-119.123,310.4,1.1,1.0,2017-12-06,945,A,70,6.0NRT,278.5,15.7,N
34.504,-119.111,311.5,1.1,1.0,2017-12-06,945,A,47,6.0NRT,281.8,16.3,N
34.5,-119.149,434.0,1.1,1.1,2017-12-06,945,A,100,6.0NRT,294.3,615.1,N
34.498,-119.137,419.6,1.1,1.0,2017-12-06,945,A,100,6.0NRT,304.4,457.9,N
34.496,-119.125,356.8,1.1,1.0,2017-12-06,945,A,100,6.0NRT,303.1,92.2,N
34.495,-119.113,338.1,1.1,1.0,2017-12-06,945,A,94,6.0NRT,298.9,49.4,N
34.493,-119.1,338.4,1.1,1.0,2017-12-06,945,A,100,6.0NRT,288.1,51.4,N
34.492,-119.088,300.4,1.1,1.0,2017-12-06,945,A,23,6.0NRT,277.5,8.3,N
34.49,-119.151,418.7,1.1,1.1,2017-12-06,945,A,100,6.0NRT,297.5,448.9,N
34.489,-119.139,400.0,1.1,1.0,2017-12-06,945,A,100,6.0NRT,309.1,295.0,N
34.487,-119.128,330.3,1.1,1.0,2017-12-06,945,A,0,6.0NRT,296.5,33.0,N
34.486,-119.116,321.2,1.1,1.0,2017-12-06,945,A,0,6.0NRT,293.7,22.6,N
34.481,-119.154,300.9,1.1,1.1,2017-12-06,945,A,16,6.0NRT,282.2,6.9,N
34.479,-119.142,324.4,1.1,1.0,2017-12-06,945,A,100,6.0NRT,285.8,28.0,N
34.478,-119.13,319.2,1.1,1.0,2017-12-06,945,A,70,6.0NRT,288.5,20.9,N
34.476,-119.118,321.1,1.1,1.0,2017-12-06,945,A,61,6.0NRT,291.8,23.7,N
34.469,-119.132,302.5,1.1,1.0,2017-12-06,945,A,21,6.0NRT,283.9,8.3,N
34.467,-119.12,315.2,1.1,1.0,2017-12-06,945,A,91,6.0NRT,286.5,19.0,N
34.45,-119.064,319.1,1.1,1.0,2017-12-06,945,A,98,6.0NRT,285.1,22.0,N
34.441,-119.065,301.3,1.1,1.0,2017-12-06,945,A,36,6.0NRT,282.6,8.1,N
34.439,-119.052,309.4,1.1,1.0,2017-12-06,945,A,71,6.0NRT,282.1,13.1,N
34.436,-119.028,308.5,1.1,1.0,2017-12-06,945,A,67,6.0NRT,283.2,12.4,N
34.435,-119.016,302.8,1.1,1.0,2017-12-06,945,A,51,6.0NRT,282.7,9.0,N
34.447,-119.187,301.4,1.1,1.1,2017-12-06,945,A,29,6.0NRT,279.3,8.1,N
34.427,-119.03,340.5,1.1,1.0,2017-12-06,945,A,87,6.0NRT,287.6,51.3,N
34.425,-119.019,360.8,1.1,1.0,2017-12-06,945,A,100,6.0NRT,291.0,102.8,N
34.337,-118.34,352.4,1.0,1.0,2017-12-06,945,A,100,6.0NRT,288.6,76.5,N
34.335,-118.329,301.1,1.0,1.0,2017-12-06,945,A,37,6.0NRT,282.4,8.1,N
34.334,-118.318,312.5,1.0,1.0,2017-12-06,945,A,85,6.0NRT,281.0,16.3,N
34.434,-119.165,323.3,1.1,1.1,2017-12-06,945,A,65,6.0NRT,282.4,25.6,N
34.433,-119.153,326.1,1.1,1.0,2017-12-06,945,A,78,6.0NRT,283.4,29.5,N
34.418,-119.033,334.8,1.1,1.0,2017-12-06,945,A,56,6.0NRT,286.3,41.0,N
34.325,-118.32,347.4,1.0,1.0,2017-12-06,945,A,100,6.0NRT,284.1,64.3,N
34.323,-118.308,333.8,1.0,1.0,2017-12-06,945,A,100,6.0NRT,281.9,39.8,N
34.437,-119.232,315.0,1.1,1.1,2017-12-06,945,A,90,6.0NRT,278.8,18.7,N
34.432,-119.196,315.9,1.1,1.1,2017-12-06,945,A,88,6.0NRT,278.9,19.0,N
34.431,-119.183,316.9,1.1,1.1,2017-12-06,945,A,48,6.0NRT,283.2,19.1,N
34.429,-119.171,327.9,1.1,1.1,2017-12-06,945,A,92,6.0NRT,287.5,32.4,N
34.428,-119.159,339.0,1.1,1.0,2017-12-06,945,A,100,6.0NRT,289.8,51.3,N
34.412,-119.04,304.0,1.1,1.0,2017-12-06,945,A,46,6.0NRT,281.5,10.1,N
34.411,-119.028,330.2,1.1,1.0,2017-12-06,945,A,100,6.0NRT,286.5,36.0,N
34.429,-119.246,321.3,1.1,1.1,2017-12-06,945,A,100,6.0NRT,279.9,25.5,N
34.423,-119.197,311.5,1.1,1.1,2017-12-06,945,A,83,6.0NRT,283.7,16.2,N
34.42,-119.173,311.1,1.1,1.1,2017-12-06,945,A,82,6.0NRT,285.0,15.7,N
34.418,-119.16,309.8,1.1,1.0,2017-12-06,945,A,78,6.0NRT,284.3,14.4,N
34.4,-119.019,345.1,1.1,1.0,2017-12-06,945,A,100,6.0NRT,287.8,62.3,N
34.398,-119.007,307.9,1.1,1.0,2017-12-06,945,A,31,6.0NRT,284.8,11.4,N
34.392,-119.033,316.1,1.1,1.0,2017-12-06,945,A,30,6.0NRT,283.5,17.6,N
34.391,-119.021,368.1,1.1,1.0,2017-12-06,945,A,100,6.0NRT,291.9,127.0,N
34.412,-119.261,306.2,1.1,1.1,2017-12-06,945,A,17,6.0NRT,282.1,10.6,N
34.387,-119.291,311.0,1.1,1.1,2017-12-06,945,A,40,6.0NRT,279.9,15.1,N
34.267,-118.372,321.8,1.0,1.0,2017-12-06,945,A,100,6.0NRT,284.7,23.4,N
34.261,-118.396,303.5,1.0,1.0,2017-12-06,945,A,56,6.0NRT,281.3,9.1,N
34.26,-118.385,300.3,1.0,1.0,2017-12-06,945,A,25,6.0NRT,281.9,7.0,N
34.372,-119.404,367.2,1.1,1.1,2017-12-06,945,A,100,6.0NRT,292.3,132.1,N
34.37,-119.392,352.6,1.1,1.1,2017-12-06,945,A,100,6.0NRT,289.5,83.3,N
34.369,-119.38,378.4,1.1,1.1,2017-12-06,945,A,100,6.0NRT,288.5,175.5,N
34.367,-119.368,366.0,1.1,1.1,2017-12-06,945,A,100,6.0NRT,288.6,123.5,N
34.369,-119.412,334.3,1.1,1.1,2017-12-06,945,A,100,6.0NRT,285.2,42.9,N
34.367,-119.4,368.0,1.1,1.1,2017-12-06,945,A,100,6.0NRT,296.3,132.3,N
34.366,-119.387,327.4,1.1,1.1,2017-12-06,945,A,54,6.0NRT,286.5,30.5,N
34.364,-119.375,382.6,1.1,1.1,2017-12-06,945,A,100,6.0NRT,294.6,195.0,N
34.363,-119.363,328.6,1.1,1.1,2017-12-06,945,A,38,6.0NRT,287.8,31.1,N
34.361,-119.351,332.9,1.1,1.1,2017-12-06,945,A,65,6.0NRT,287.1,38.0,N
34.357,-119.316,322.3,1.1,1.1,2017-12-06,945,A,72,6.0NRT,283.3,25.8,N
34.36,-119.414,356.1,1.1,1.1,2017-12-06,945,A,100,6.0NRT,287.1,93.1,N
34.358,-119.402,384.2,1.1,1.1,2017-12-06,945,A,100,6.0NRT,300.2,205.7,N
34.356,-119.389,326.2,1.1,1.1,2017-12-06,945,A,50,6.0NRT,292.6,29.7,N
34.349,-119.328,332.5,1.1,1.1,2017-12-06,945,A,70,6.0NRT,285.4,38.0,N
34.347,-119.317,320.6,1.1,1.1,2017-12-06,945,A,30,6.0NRT,285.6,22.6,N
34.326,-119.149,314.5,1.1,1.0,2017-12-06,945,A,89,6.0NRT,285.6,18.1,N
34.349,-119.404,369.4,1.1,1.1,2017-12-06,945,A,100,6.0NRT,289.2,137.9,N
34.347,-119.391,371.3,1.1,1.1,2017-12-06,945,A,100,6.0NRT,292.4,144.8,N
34.336,-119.307,333.7,1.1,1.1,2017-12-06,945,A,87,6.0NRT,285.1,40.9,N
34.335,-119.295,314.6,1.1,1.1,2017-12-06,945,A,20,6.0NRT,279.4,17.2,N
34.316,-119.151,311.3,1.1,1.0,2017-12-06,945,A,82,6.0NRT,285.9,15.7,N
34.336,-119.381,379.4,1.1,1.1,2017-12-06,945,A,100,6.0NRT,298.4,180.2,N
34.335,-119.369,348.6,1.1,1.1,2017-12-06,945,A,100,6.0NRT,294.7,67.0,N
34.324,-119.358,336.7,1.1,1.1,2017-12-06,945,A,100,6.0NRT,291.6,44.6,N
19.411,-155.263,326.4,3.9,1.8,2017-12-06,1125,A,100,6.0NRT,281.3,204.6,N
19.395,-155.089,309.9,3.8,1.8,2017-12-06,1125,A,69,6.0NRT,278.4,87.6,N
19.406,-155.272,328.7,3.9,1.8,2017-12-06,1125,A,100,6.0NRT,281.1,224.6,N
26.895,-81.608,309.3,1.5,1.2,2017-12-06,1555,T,55,6.0NRT,296.0,9.1,D
26.722,-81.099,338.1,1.4,1.2,2017-12-06,1555,T,89,6.0NRT,296.9,56.4,D
26.72,-81.086,314.5,1.4,1.2,2017-12-06,1555,T,67,6.0NRT,296.8,12.2,D
26.69,-80.829,313.6,1.3,1.1,2017-12-06,1555,T,45,6.0NRT,295.8,9.0,D
26.628,-80.495,319.7,1.3,1.1,2017-12-06,1555,T,66,6.0NRT,298.5,15.5,D
26.583,-80.535,342.1,1.3,1.1,2017-12-06,1555,T,92,6.0NRT,298.5,60.0,D
26.552,-80.789,314.4,1.3,1.1,2017-12-06,1555,T,59,6.0NRT,299.1,10.3,D
26.55,-80.776,339.1,1.3,1.1,2017-12-06,1555,T,90,6.0NRT,298.3,53.9,D
26.546,-80.83,372.2,1.3,1.1,2017-12-06,1555,T,100,6.0NRT,299.4,177.6,D
26.549,-80.835,339.5,1.3,1.1,2017-12-06,1555,T,90,6.0NRT,297.9,54.9,D
26.514,-80.72,319.0,1.3,1.1,2017-12-06,1555,T,74,6.0NRT,302.4,14.7,D
26.512,-80.708,337.6,1.3,1.1,2017-12-06,1555,T,89,6.0NRT,301.1,48.7,D
26.546,-81.067,319.8,1.4,1.2,2017-12-06,1555,T,75,6.0NRT,299.4,19.7,D
26.544,-81.054,311.9,1.4,1.2,2017-12-06,1555,T,46,6.0NRT,297.3,8.4,D
26.312,-81.231,314.0,1.4,1.2,2017-12-06,1555,T,68,6.0NRT,297.3,12.7,D
26.038,-80.412,310.7,1.2,1.1,2017-12-06,1555,T,46,6.0NRT,298.0,6.7,D
22.377,-80.935,311.0,1.2,1.1,2017-12-06,1555,T,63,6.0NRT,296.7,7.5,D
20.48,-76.54,314.7,1.1,1.0,2017-12-06,1555,T,69,6.0NRT,297.1,8.6,D
20.479,-76.529,317.4,1.1,1.0,2017-12-06,1555,T,73,6.0NRT,295.9,11.8,D
18.132,-77.467,312.5,1.1,1.0,2017-12-06,1555,T,66,6.0NRT,292.3,8.8,D
28.631,-81.303,310.7,1.5,1.2,2017-12-06,1550,T,54,6.0NRT,296.6,8.8,D
28.629,-81.514,317.6,1.6,1.2,2017-12-06,1550,T,73,6.0NRT,296.4,20.2,D
28.553,-81.644,312.9,1.6,1.2,2017-12-06,1550,T,0,6.0NRT,295.7,15.3,D
28.369,-82.461,311.2,1.8,1.3,2017-12-06,1550,T,62,6.0NRT,295.0,15.2,D
27.758,-82.189,321.0,1.7,1.3,2017-12-06,1550,T,77,6.0NRT,297.4,30.3,D
39.617,-92.487,312.8,1.5,1.2,2017-12-06,1730,T,73,6.0NRT,280.6,27.0,D
39.239,-96.868,301.8,1.0,1.0,2017-12-06,1730,T,49,6.0NRT,281.3,7.3,D
37.431,-94.601,323.1,1.3,1.1,2017-12-06,1730,T,82,6.0NRT,283.7,34.3,D
37.429,-94.587,327.6,1.3,1.1,2017-12-06,1730,T,85,6.0NRT,284.6,42.0,D
37.419,-96.236,302.5,1.1,1.1,2017-12-06,1730,T,52,6.0NRT,283.9,8.0,D
37.788,-98.68,306.3,1.0,1.0,2017-12-06,1730,T,63,6.0NRT,283.5,8.6,D
36.379,-98.353,300.0,1.0,1.0,2017-12-06,1730,T,13,6.0NRT,285.3,4.9,D
36.291,-98.437,300.2,1.0,1.0,2017-12-06,1730,T,27,6.0NRT,286.1,4.3,D
35.808,-95.868,306.1,1.2,1.1,2017-12-06,1730,T,63,6.0NRT,285.8,11.2,D
35.731,-97.243,301.6,1.1,1.0,2017-12-06,1730,T,48,6.0NRT,284.8,6.5,D
22.024,-102.877,314.8,1.0,1.0,2017-12-06,1735,T,64,6.0NRT,300.2,7.1,D
22.023,-102.867,330.1,1.0,1.0,2017-12-06,1735,T,84,6.0NRT,300.5,23.4,D
20.513,-97.484,325.4,1.8,1.3,2017-12-06,1735,T,82,6.0NRT,295.3,45.3,D
20.509,-97.467,321.2,1.9,1.3,2017-12-06,1735,T,79,6.0NRT,294.8,34.1,D
21.431,-103.106,312.9,1.0,1.0,2017-12-06,1735,T,65,6.0NRT,299.9,4.8,D
20.909,-103.83,312.9,1.0,1.0,2017-12-06,1735,T,34,6.0NRT,300.1,5.0,D
18.869,-92.616,312.7,4.6,2.0,2017-12-06,1735,T,55,6.0NRT,290.6,91.6,D
20.708,-103.903,309.1,1.0,1.0,2017-12-06,1735,T,49,6.0NRT,297.9,3.3,D
20.257,-101.225,316.6,1.1,1.0,2017-12-06,1735,T,66,6.0NRT,298.4,10.9,D
20.309,-101.615,318.8,1.1,1.0,2017-12-06,1735,T,74,6.0NRT,294.0,12.0,D
20.311,-101.87,316.1,1.0,1.0,2017-12-06,1735,T,72,6.0NRT,299.3,8.6,D
20.108,-100.668,313.9,1.2,1.1,2017-12-06,1735,T,61,6.0NRT,302.3,5.5,D
20.284,-101.871,348.9,1.1,1.0,2017-12-06,1735,T,95,6.0NRT,297.1,58.5,D
20.323,-102.364,312.4,1.0,1.0,2017-12-06,1735,T,52,6.0NRT,298.6,5.5,D
20.322,-102.354,322.1,1.0,1.0,2017-12-06,1735,T,79,6.0NRT,300.2,14.2,D
20.229,-102.109,309.3,1.0,1.0,2017-12-06,1735,T,57,6.0NRT,293.9,6.9,D
20.158,-101.654,314.4,1.1,1.0,2017-12-06,1735,T,69,6.0NRT,292.2,9.2,D
20.123,-101.905,319.2,1.1,1.0,2017-12-06,1735,T,64,6.0NRT,299.0,12.7,D
20.116,-101.913,315.2,1.1,1.0,2017-12-06,1735,T,67,6.0NRT,296.3,10.1,D
20.164,-102.472,317.9,1.0,1.0,2017-12-06,1735,T,75,6.0NRT,294.0,10.6,D
20.163,-102.463,312.3,1.0,1.0,2017-12-06,1735,T,61,6.0NRT,295.6,5.5,D
20.046,-102.36,311.2,1.0,1.0,2017-12-06,1735,T,65,6.0NRT,293.0,6.0,D
20.044,-102.351,313.9,1.0,1.0,2017-12-06,1735,T,69,6.0NRT,291.9,8.2,D
19.802,-100.938,341.8,1.2,1.1,2017-12-06,1735,T,92,6.0NRT,300.5,51.0,D
19.801,-100.928,309.3,1.2,1.1,2017-12-06,1735,T,51,6.0NRT,297.8,4.9,D
19.973,-102.428,307.9,1.0,1.0,2017-12-06,1735,T,43,6.0NRT,286.5,5.9,D
19.293,-99.547,311.7,1.4,1.2,2017-12-06,1735,T,61,6.0NRT,298.9,7.4,D
18.628,-96.651,312.6,2.3,1.5,2017-12-06,1735,T,67,6.0NRT,294.2,23.7,D
19.628,-104.459,328.4,1.0,1.0,2017-12-06,1735,T,83,6.0NRT,302.3,20.9,D
19.62,-104.47,314.8,1.0,1.0,2017-12-06,1735,T,64,6.0NRT,301.4,6.6,D
19.619,-104.461,334.5,1.0,1.0,2017-12-06,1735,T,87,6.0NRT,303.1,29.0,D
18.651,-99.195,311.8,1.5,1.2,2017-12-06,1735,T,53,6.0NRT,300.8,8.4,D
18.568,-99.318,317.7,1.5,1.2,2017-12-06,1735,T,72,6.0NRT,301.5,17.6,D
19.233,-103.705,318.7,1.0,1.0,2017-12-06,1735,T,71,6.0NRT,303.9,7.4,D
18.79,-103.825,319.9,1.0,1.0,2017-12-06,1735,T,75,6.0NRT,301.2,9.9,D
17.517,-100.348,311.0,1.3,1.1,2017-12-06,1735,T,66,6.0NRT,292.4,14.6,D
18.01,-88.468,311.0,1.4,1.2,2017-12-06,1900,A,64,6.0NRT,298.2,7.6,D
18.385,-88.76,310.7,1.4,1.2,2017-12-06,1900,A,52,6.0NRT,296.4,9.8,D
18.429,-93.182,312.8,2.9,1.6,2017-12-06,1900,A,0,6.0NRT,294.1,44.6,D
18.868,-92.624,324.2,2.6,1.6,2017-12-06,1900,A,77,6.0NRT,293.1,80.9,D
18.86,-92.63,336.0,2.6,1.6,2017-12-06,1900,A,87,6.0NRT,293.1,143.3,D
19.393,-92.054,319.7,2.3,1.5,2017-12-06,1900,A,72,6.0NRT,293.5,51.8,D
21.064,-87.073,317.1,1.1,1.0,2017-12-06,1900,A,73,6.0NRT,297.1,12.5,D
21.25,-89.058,311.4,1.3,1.1,2017-12-06,1900,A,39,6.0NRT,297.0,6.9,D
22.488,-83.227,315.3,1.2,1.1,2017-12-06,1900,A,68,6.0NRT,300.9,9.8,D
22.482,-83.271,317.0,1.1,1.1,2017-12-06,1900,A,67,6.0NRT,299.8,10.2,D
34.502,-119.165,358.2,1.5,1.2,2017-12-06,1910,T,99,6.0NRT,304.4,147.8,D
34.499,-119.15,356.4,1.5,1.2,2017-12-06,1910,T,98,6.0NRT,300.1,136.0,D
34.496,-119.134,385.3,1.5,1.2,2017-12-06,1910,T,100,6.0NRT,312.3,323.2,D
34.344,-118.355,340.5,1.7,1.3,2017-12-06,1910,T,89,6.0NRT,295.7,88.3,D
34.34,-118.337,339.2,1.7,1.3,2017-12-06,1910,T,61,6.0NRT,298.3,82.1,D
34.494,-119.181,337.7,1.5,1.2,2017-12-06,1910,T,91,6.0NRT,296.1,71.9,D
34.491,-119.166,346.6,1.5,1.2,2017-12-06,1910,T,95,6.0NRT,301.6,98.9,D
34.337,-118.378,315.6,1.7,1.3,2017-12-06,1910,T,58,6.0NRT,291.4,24.1,D
34.333,-118.358,355.8,1.7,1.3,2017-12-06,1910,T,98,6.0NRT,301.1,157.2,D
34.329,-118.339,330.2,1.7,1.3,2017-12-06,1910,T,52,6.0NRT,297.7,52.7,D
34.325,-118.321,324.6,1.7,1.3,2017-12-06,1910,T,41,6.0NRT,298.8,40.3,D
34.322,-118.304,328.8,1.7,1.3,2017-12-06,1910,T,83,6.0NRT,295.9,54.1,D
34.477,-119.152,329.5,1.5,1.2,2017-12-06,1910,T,75,6.0NRT,293.6,43.8,D
34.461,-119.07,383.0,1.6,1.2,2017-12-06,1910,T,100,6.0NRT,299.6,308.9,D
34.458,-119.052,359.6,1.6,1.2,2017-12-06,1910,T,99,6.0NRT,295.2,156.7,D
34.447,-119.054,356.5,1.6,1.2,2017-12-06,1910,T,98,6.0NRT,295.0,138.8,D
34.444,-119.04,341.4,1.6,1.2,2017-12-06,1910,T,83,6.0NRT,290.2,78.2,D
34.441,-119.025,366.4,1.6,1.2,2017-12-06,1910,T,100,6.0NRT,291.2,193.1,D
34.438,-119.009,364.9,1.6,1.2,2017-12-06,1910,T,100,6.0NRT,293.4,186.3,D
34.436,-119.059,372.1,1.6,1.2,2017-12-06,1910,T,100,6.0NRT,298.3,225.5,D
34.433,-119.044,365.3,1.6,1.2,2017-12-06,1910,T,100,6.0NRT,296.5,182.9,D
34.446,-119.061,345.1,1.6,1.2,2017-12-06,1910,T,94,6.0NRT,294.2,89.8,D
34.443,-119.046,379.6,1.6,1.2,2017-12-06,1910,T,100,6.0NRT,298.2,279.8,D
34.437,-119.016,372.3,1.6,1.2,2017-12-06,1910,T,100,6.0NRT,296.4,231.8,D
34.435,-119.065,315.0,1.6,1.2,2017-12-06,1910,T,29,6.0NRT,293.7,16.6,D
